epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,train_soft_topk_aux_weight,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb
15,1.7664092755785175,79.5193532673861,92.56243442745803,5.500000000000001e-06,5.500000000000001e-06,5.500000000000001e-06,519.4701621053342,30099.46044921875,32558.0,2.0,0.05,0.7376153125,82.554,96.22,1725.7178729347527,3416.3662109375,32558.0
16,1.7817593263644798,79.50826838529177,92.55010054456434,5.02962191529556e-06,5.02962191529556e-06,5.02962191529556e-06,520.0627426809467,30099.5185546875,32558.0,2.0,0.05,0.737740625,82.552,96.218,1725.442948628664,3416.3662109375,32558.0
17,1.7673614422480266,79.60530013489209,92.61863946342926,4.564397391320083e-06,4.564397391320083e-06,4.564397391320083e-06,534.5482994253484,30098.9775390625,32558.0,2.0,0.05,0.737761875,82.542,96.208,1725.7773475067345,3416.3662109375,32558.0
18,1.7519872317127152,79.6388670313749,92.6185614008793,4.109423525312737e-06,4.109423525312737e-06,4.109423525312737e-06,534.1998320266626,30098.46240234375,32558.0,2.0,0.05,0.7381371875,82.536,96.204,1725.438150335358,3416.3662109375,32558.0
19,1.7654736380951077,79.61037420063948,92.61317508493205,3.6696851061588997e-06,3.6696851061588997e-06,3.6696851061588997e-06,536.9705919950113,30098.46240234375,32558.0,2.0,0.05,0.7384040625,82.568,96.196,1721.2738916655221,3416.3662109375,32558.0
20,1.7717525000665701,79.64573653577138,92.60833520683454,3.250000000000001e-06,3.250000000000001e-06,3.250000000000001e-06,538.754912952349,30098.9775390625,32558.0,2.0,0.05,0.7384678125,82.582,96.204,1722.7592966111483,3416.3662109375,32558.0
21,1.7608559774417503,79.72778027577938,92.62472834232614,2.8549663646838717e-06,2.8549663646838717e-06,2.8549663646838717e-06,535.9931291522993,30098.9775390625,32558.0,2.0,0.05,0.738910625,82.574,96.172,1730.053175769168,3416.3662109375,32558.0
22,1.7645761616089766,79.7232526478817,92.65595336231016,2.4889122713851393e-06,2.4889122713851393e-06,2.4889122713851393e-06,532.2730494841524,30099.50732421875,32558.0,2.0,0.05,0.739098125,82.542,96.182,1721.897740596277,3416.3662109375,32558.0
23,1.75857840682946,79.75713179456434,92.64877160771383,2.155848285351727e-06,2.155848285351727e-06,2.155848285351727e-06,535.9246185271269,30099.50732421875,32558.0,2.0,0.05,0.7393096875,82.538,96.17,1729.4503025201245,3416.3662109375,32558.0
24,1.7536370555559795,79.79210381694644,92.70911395883293,1.8594235253127369e-06,1.8594235253127369e-06,1.8594235253127369e-06,517.4907901783387,30099.50732421875,32558.0,2.0,0.05,0.73952,82.544,96.176,1400.358861189182,3416.3662109375,32558.0
25,1.7508057390942293,79.81005820343725,92.71855952737809,1.6028856829700258e-06,1.6028856829700258e-06,1.6028856829700258e-06,533.0344059177485,30098.9775390625,32558.0,2.0,0.05,0.739640625,82.55,96.176,1727.839620121003,3416.3662109375,32558.0
26,1.7576965526038526,79.8310570293765,92.69662395083932,1.3890454406082957e-06,1.3890454406082957e-06,1.3890454406082957e-06,530.465151580127,30098.9775390625,32558.0,2.0,0.05,0.739606875,82.534,96.192,1728.0998155895986,3416.3662109375,32558.0
27,1.780362933289771,79.80709182653877,92.72941022182255,1.220245676671809e-06,1.220245676671809e-06,1.220245676671809e-06,524.1172956173999,30099.50732421875,32558.0,2.0,0.05,0.739570625,82.544,96.186,1367.8850534376083,3416.3662109375,32558.0
28,1.7616038906807994,79.82965190347721,92.70115157873701,1.0983357966978744e-06,1.0983357966978744e-06,1.0983357966978744e-06,521.8758018655298,30098.9775390625,32558.0,2.0,0.05,0.7397546875,82.554,96.188,1722.9254435256403,3416.3662109375,32558.0
29,1.7654631944263683,79.79475794364508,92.68944219624301,1.0246514708427697e-06,1.0246514708427697e-06,1.0246514708427697e-06,526.927013342997,30099.50732421875,32558.0,2.0,0.05,0.739683125,82.524,96.194,1724.5778844418544,3416.3662109375,32558.0
