epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,train_soft_topk_aux_weight,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb
0,6.927663326263428,0.0,0.0,1e-06,1e-06,1e-06,1687.4790719372158,39844.5732421875,41550.0,2.0,0.0,6.97552375,0.086,0.48,4731.675247668437,1508.20654296875,1672.0
1,6.644725542802077,0.0,0.0,0.00020080000000000003,0.00020080000000000003,0.00020080000000000003,1721.6630524344748,39853.7060546875,41504.0,2.0,0.0,6.96197375,0.076,0.536,4399.605150945344,1507.64453125,41504.0
2,6.34913367491502,0.0,0.0,0.0004006000000000001,0.0004006000000000001,0.0004006000000000001,1757.5508399287369,39853.0244140625,41504.0,2.0,0.0,6.9444325,0.116,0.642,4690.9233275727365,1507.64453125,41504.0
3,6.126646775465745,0.0,0.0,0.0006004000000000002,0.0006004000000000002,0.0006004000000000002,1799.700894593354,39853.0244140625,41504.0,2.0,0.0,6.9262175,0.172,0.83,4668.4843867768,1507.64453125,41504.0
4,6.043918939737173,0.0,0.0,0.0008002000000000002,0.0008002000000000002,0.0008002000000000002,1749.6416978137331,39853.0244140625,41504.0,2.0,0.0,6.90954125,0.196,0.962,4705.450394628986,1507.64453125,41504.0
5,5.789129880758432,0.0,0.0,0.0009972883382072953,0.0009972883382072953,0.0009972883382072953,1802.5056994423655,39853.0244140625,41504.0,2.0,0.0,6.89505375,0.26,1.13,4804.27668300491,1507.64453125,41504.0
6,5.616068234810462,0.0,0.0,0.0009960967771506667,0.0009960967771506667,0.0009960967771506667,1778.1213631188195,39853.0244140625,41504.0,2.0,0.0,6.8747275,0.326,1.322,4770.843337747655,1507.64453125,41504.0
7,5.494911138827984,0.0,0.0,0.0009946898048166792,0.0009946898048166792,0.0009946898048166792,1765.0233898799981,39853.0244140625,41504.0,2.0,0.0,6.8499575,0.378,1.6,4750.1730505090045,1507.64453125,41504.0
8,5.1993602972764235,0.0,0.0,0.0009930680383499,0.0009930680383499,0.0009930680383499,1796.3982956038697,39853.0244140625,41504.0,2.0,0.0,6.82362,0.46,1.858,3177.1490670137914,1507.64453125,41504.0
9,5.17691707611084,0.0,0.0,0.000991232189110701,0.000991232189110701,0.000991232189110701,1734.7525017625546,39853.0244140625,41504.0,2.0,0.0,6.7977675,0.556,2.08,4742.015517590223,1507.64453125,41504.0
10,4.98312339415917,0.0,0.0,0.0009891830623632338,0.0009891830623632338,0.0009891830623632338,1792.8010693710903,40148.1650390625,41506.0,2.0,0.005,6.7654325,0.64,2.516,4614.157241369599,1507.64453125,41506.0
11,4.9794620000399075,0.0,0.0,0.0009869215569222143,0.0009869215569222143,0.0009869215569222143,1779.182383737148,40148.1650390625,41506.0,2.0,0.01,6.71968,0.8,2.832,4770.695629385901,1507.64453125,41506.0
12,4.982561184809758,0.0,0.0,0.0009844486647586723,0.0009844486647586723,0.0009844486647586723,1692.0110990855494,40148.1650390625,41506.0,2.0,0.015000000000000003,6.652365,0.988,3.374,2038.2148172861678,1507.64453125,41506.0
13,4.8162455925574665,0.0,0.0,0.0009817654705648407,0.0009817654705648407,0.0009817654705648407,1623.2698993572794,40148.1650390625,41506.0,2.0,0.02,6.56094625,1.238,4.168,4813.278084486302,1507.64453125,41506.0
14,4.799946601574238,0.0,0.0,0.0009788731512783732,0.0009788731512783732,0.0009788731512783732,1747.170442888611,40148.1650390625,41506.0,2.0,0.025,6.4431375,1.602,5.352,4675.196487253567,1507.64453125,41506.0
15,4.630257184688862,0.0,0.0,0.0009757729755661011,0.0009757729755661011,0.0009757729755661011,1671.3329551420484,40148.1650390625,41506.0,2.0,0.030000000000000006,6.30342125,2.138,7.13,4773.48496482843,1507.64453125,41506.0
16,4.583971060239351,0.0,0.0,0.0009724663032675533,0.0009724663032675533,0.0009724663032675533,1637.4585124490661,40148.1650390625,41506.0,2.0,0.035,6.153695,2.98,9.436,4529.837292564095,1507.64453125,41506.0
17,4.489138071353619,0.0,0.0,0.0009689545847984864,0.0009689545847984864,0.0009689545847984864,1776.323422582535,40148.1650390625,41506.0,2.0,0.04,6.0172425,4.028,12.01,3294.505599672339,1507.64453125,41506.0
18,4.469826716643113,0.0,0.0,0.0009652393605146844,0.0009652393605146844,0.0009652393605146844,1675.2668859225905,40148.1650390625,41506.0,2.0,0.045,5.9115625,5.1,14.114,2808.3649087442636,1507.64453125,41506.0
19,4.558097472557654,0.0,0.0,0.0009613222600363078,0.0009613222600363078,0.0009613222600363078,1697.7745999185822,40148.1650390625,41506.0,2.0,0.05,5.84361625,5.872,15.634,4631.969946900313,1507.64453125,41506.0
20,4.482322775400602,0.0,0.0,0.0009572050015330874,0.0009572050015330874,0.0009572050015330874,1671.7668737833862,40148.1650390625,41506.0,2.0,0.05,5.8100825,6.518,16.634,2895.3492298805004,1507.64453125,41506.0
21,4.4676114687552815,0.0,0.0,0.0009528893909706797,0.0009528893909706797,0.0009528893909706797,1755.3261465946975,40148.1650390625,41506.0,2.0,0.05,5.79751,6.79,17.012,4673.532406035324,1507.64453125,41506.0
22,4.394869776872488,0.0,0.0,0.0009483773213185094,0.0009483773213185094,0.0009483773213185094,1783.2281390151506,40148.1650390625,41506.0,2.0,0.05,5.79843625,6.894,17.178,4728.896798124002,1507.64453125,41506.0
23,4.324596414199243,0.0,0.0,0.0009436707717194512,0.0009436707717194512,0.0009436707717194512,1753.5219478815307,40148.1650390625,41506.0,2.0,0.05,5.8052675,6.954,17.084,2372.306884488759,1507.64453125,41506.0
24,4.339599985342759,0.0,0.0,0.0009387718066217125,0.0009387718066217125,0.0009387718066217125,1783.293373446409,40148.1650390625,41506.0,2.0,0.05,5.8165775,6.946,16.93,4782.8052255372795,1507.64453125,41506.0
25,4.391617463185237,0.0,0.0,0.0009336825748732971,0.0009336825748732971,0.0009336825748732971,1760.7731612369482,40148.1650390625,41506.0,2.0,0.05,5.8273375,6.902,16.72,4512.575013163413,1507.64453125,41506.0
26,4.143431489284222,0.0,0.0,0.0009284053087794509,0.0009284053087794509,0.0009284053087794509,1735.1430923256828,40148.1650390625,41506.0,2.0,0.05,5.8306475,6.886,16.53,3409.7157824986625,1507.64453125,41506.0
27,4.209382763275733,0.0,0.0,0.0009229423231234975,0.0009229423231234975,0.0009229423231234975,1781.6738786085575,40148.1650390625,41506.0,2.0,0.05,5.84062,6.878,16.392,4669.13837730859,1507.64453125,41506.0
28,4.266710437261141,0.0,0.0,0.0009172960141514993,0.0009172960141514993,0.0009172960141514993,1721.7064958661977,40148.1650390625,41506.0,2.0,0.05,5.84654,6.894,16.202,4681.936800756146,1507.64453125,41506.0
29,4.25325594498561,0.0,0.0,0.0009114688585211835,0.0009114688585211835,0.0009114688585211835,1777.2925316622322,40148.1650390625,41506.0,2.0,0.05,5.84097375,6.996,16.35,4761.505809138259,1507.64453125,41506.0
30,4.1350959080916185,0.0,0.0,0.000905463412215599,0.000905463412215599,0.000905463412215599,1769.4855267149148,40148.1650390625,41506.0,2.0,0.05,5.83200875,7.072,16.278,4508.120391495751,1507.64453125,41506.0
31,4.20188282086299,0.0,0.0,0.0008992823094219771,0.0008992823094219771,0.0008992823094219771,1744.0435128975905,40148.1650390625,41506.0,2.0,0.05,5.83013,7.078,16.308,4760.820609730879,1507.64453125,41506.0
32,4.13349094757667,0.0,0.0,0.0008929282613762907,0.0008929282613762907,0.0008929282613762907,1787.5113614952447,40148.1650390625,41506.0,2.0,0.05,5.8321325,7.116,16.222,4564.279076055771,1507.64453125,41506.0
33,4.166877434803889,0.0,0.0,0.0008864040551740157,0.0008864040551740157,0.0008864040551740157,1717.4346452337907,40148.1650390625,41506.0,2.0,0.05,5.83880875,7.158,16.23,2554.8486056136544,1507.64453125,41506.0
34,4.075529749576862,0.0,0.0,0.0008797125525476195,0.0008797125525476195,0.0008797125525476195,1764.0655300853962,40148.1650390625,41506.0,2.0,0.05,5.8447425,7.222,16.31,4751.717744949723,1507.64453125,41506.0
35,3.9849962087777944,0.0,0.0,0.0008728566886113103,0.0008728566886113103,0.0008728566886113103,1770.6121683873314,40148.1650390625,41506.0,2.0,0.05,5.8471725,7.31,16.472,4774.825139542518,1507.64453125,41506.0
36,3.9861984069530783,0.0,0.0,0.0008658394705735987,0.0008658394705735987,0.0008658394705735987,1721.0603017650897,40148.1650390625,41506.0,2.0,0.05,5.84659125,7.392,16.616,4564.120141134043,1507.64453125,41506.0
37,4.06555582009829,0.0,0.0,0.0008586639764182377,0.0008586639764182377,0.0008586639764182377,1757.8847417117506,40148.1650390625,41506.0,2.0,0.05,5.840925,7.592,16.994,4709.991555419803,1507.64453125,41506.0
38,3.9448141134702244,0.0,0.0,0.000851333353554116,0.000851333353554116,0.000851333353554116,1742.2551833083423,40148.1650390625,41506.0,2.0,0.05,5.81953125,7.908,17.558,4510.6866273061605,1507.64453125,41506.0
39,3.9524870835817776,0.0,0.0,0.0008438508174347009,0.0008438508174347009,0.0008438508174347009,1764.0336990222313,40148.1650390625,41506.0,2.0,0.05,5.778445,8.44,18.288,4470.905130005649,1507.64453125,41506.0
40,4.0273639513896065,0.0,0.0,0.0008362196501476349,0.0008362196501476349,0.0008362196501476349,1759.6680266916421,40148.1650390625,41506.0,2.0,0.05,5.728745,9.07,19.368,4550.080036116816,1507.64453125,41506.0
