epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb
0,6.927260839022123,0.0,0.0,1e-06,1e-06,1e-06,3162.0502531429106,17219.56201171875,17524.0,2.0,6.9781475,0.092,0.49999999998092653,8713.828287781638,1157.25439453125,1518.0
1,6.661613776133611,0.0,0.0,0.0001008,0.0001008,0.0001008,2956.652744254199,17218.74951171875,17740.0,2.0,6.96835,0.088,0.5039999999809265,8219.702645490244,1158.47314453125,17740.0
2,6.406450565044697,0.0,0.0,0.0002006,0.0002006,0.0002006,3311.2751837344963,17218.74951171875,17740.0,2.0,6.95749875,0.084,0.5219999999809265,8492.482612122612,1158.47314453125,17740.0
3,6.217296398602999,0.0,0.0,0.00030040000000000004,0.00030040000000000004,0.00030040000000000004,3357.981253612995,17218.74951171875,17740.0,2.0,6.94790125,0.11,0.599999999961853,8698.54191978543,1158.47314453125,17740.0
4,6.132438366229717,0.0,0.0,0.0004002,0.0004002,0.0004002,3318.5360936227285,17218.74951171875,17740.0,2.0,6.93926375,0.12,0.6379999999618531,8602.581736036791,1158.47314453125,17740.0
5,5.944165651614849,0.0,0.0,0.0004996642360148705,0.0004996642360148705,0.0004996642360148705,3337.7820747179635,17218.74951171875,17740.0,2.0,6.9331325,0.142,0.6999999999237061,6690.927310305939,1158.47314453125,17740.0
6,5.72892951965332,0.0,0.0,0.0004995165484649266,0.0004995165484649266,0.0004995165484649266,3348.9411494441356,17218.74951171875,17740.0,2.0,6.92845,0.16999999998092652,0.7680000003051758,8626.831747385184,1158.47314453125,17740.0
7,5.542871640278743,0.0,0.0,0.0004993420469199923,0.0004993420469199923,0.0004993420469199923,3287.6435869877273,17218.74951171875,17740.0,2.0,6.916605,0.182,0.817999999961853,8684.851767738259,1158.47314453125,17740.0
8,5.320485591888428,0.0,0.0,0.0004991407505161285,0.0004991407505161285,0.0004991407505161285,3338.358621049901,17218.74951171875,17740.0,2.0,6.90158875,0.2,0.949999999961853,8708.993765941972,1158.47314453125,17740.0
9,5.214355303690984,0.0,0.0,0.0004989126813277546,0.0004989126813277546,0.0004989126813277546,3320.1874714319574,17218.74951171875,17740.0,2.0,6.88832,0.25,1.057999999961853,8580.86994222101,1158.47314453125,17740.0
10,4.973787050980788,0.0,0.0,0.000498657864365227,0.000498657864365227,0.000498657864365227,3317.8136162469527,17218.74951171875,17740.0,2.0,6.87569375,0.284,1.233999999961853,8683.361223383255,1158.47314453125,17740.0
11,4.957641253104577,0.0,0.0,0.0004983763275720971,0.0004983763275720971,0.0004983763275720971,3336.4907105012567,17218.74951171875,17740.0,2.0,6.86106875,0.3559999999809265,1.353999999961853,8783.57663096306,1158.47314453125,17740.0
12,4.881161488019503,0.0,0.0,0.000498068101822047,0.000498068101822047,0.000498068101822047,3334.6610632164547,17218.74951171875,17740.0,2.0,6.8456025,0.40599999996185304,1.567999999961853,8635.119594737958,1158.47314453125,17740.0
