epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb
14,1.6583029183686948,82.51804806155076,93.92649942545964,5.970378084704441e-06,5.970378084704441e-06,5.970378084704441e-06,825.9229193736909,12889.931640625,13358.0,2.0,0.73223859375,82.93199997558594,96.32799999023437,2634.3686912259295,2383.94873046875,13358.0
15,1.657221629339106,82.4988446742606,93.90596897482014,5.500000000000001e-06,5.500000000000001e-06,5.500000000000001e-06,825.6994273613626,12889.931640625,13358.0,2.0,0.7325803125,82.87999995117187,96.32799999023437,2618.0670133633334,2383.94873046875,13358.0
16,1.6674401549731983,82.56059215127898,93.93836493305356,5.02962191529556e-06,5.02962191529556e-06,5.02962191529556e-06,824.2595777948924,12889.931640625,13358.0,2.0,0.7328853125,82.86399995117188,96.29999999023437,2615.8229126684814,2383.94873046875,13358.0
17,1.67245035311755,82.59033398281375,93.92579686251,4.564397391320083e-06,4.564397391320083e-06,4.564397391320083e-06,825.1590980546075,12889.931640625,13358.0,2.0,0.7335678125,82.86799995117188,96.29799999023437,2611.4461262471586,2383.94873046875,13358.0
18,1.6668395622103822,82.66706946942446,93.95514838129496,4.109423525312737e-06,4.109423525312737e-06,4.109423525312737e-06,825.5619821228504,12889.931640625,13358.0,2.0,0.734249375,82.86399997558594,96.30399999023437,2611.3499071680717,2383.94873046875,13358.0
19,1.6562929819611942,82.6630882793765,93.96217401079137,3.6696851061588997e-06,3.6696851061588997e-06,3.6696851061588997e-06,825.7445957574664,12889.931640625,13358.0,2.0,0.73467375,82.82199995117188,96.29799999023437,2607.104153447429,2383.94873046875,13358.0
20,1.65770128661511,82.65582846223022,93.95444581834532,3.250000000000001e-06,3.250000000000001e-06,3.250000000000001e-06,818.7726643329531,12889.931640625,13358.0,2.0,0.73505640625,82.82799997802735,96.31999999023438,2606.381954058173,2383.94873046875,13358.0
21,1.65954010626849,82.75887102817745,93.99191584232614,2.8549663646838717e-06,2.8549663646838717e-06,2.8549663646838717e-06,812.7610556473276,12889.931640625,13358.0,2.0,0.73569703125,82.81199997802734,96.32199999023437,2619.45798711405,2383.94873046875,13358.0
22,1.658092732523002,82.7650379696243,93.97388339328538,2.4889122713851393e-06,2.4889122713851393e-06,2.4889122713851393e-06,804.453639546071,12889.931640625,13358.0,2.0,0.7361534375,82.80799997802734,96.33999999023438,2610.2365060086913,2383.94873046875,13358.0
23,1.6594712944591747,82.81265612509992,94.01447591926458,2.155848285351727e-06,2.155848285351727e-06,2.155848285351727e-06,810.4500806310334,12889.931640625,13358.0,2.0,0.73624015625,82.81599997802735,96.32199999023437,2630.7549772233524,2383.94873046875,13358.0
