epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,train_retained_tokens,train_soft_topk_aux_weight,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb,eval_top1_full_compression
0,4.615952463150024,0.0,0.0,1e-06,1e-06,1e-06,445.1073391195159,31891.60888671875,33574.0,2.0,392,0.0,4.66453125,0.8,5.05,1411.4222898575997,3194.89892578125,33574.0,0.0
1,4.521813940048218,0.0,0.0,5.0950000000000005e-05,5.0950000000000005e-05,5.0950000000000005e-05,451.92388846557947,31881.96484375,33576.0,2.0,392,0.0,4.614765625,1.07,6.55,1416.0896845816262,3194.89892578125,33576.0,0.0
2,4.43979169845581,0.0,0.0,0.00010090000000000001,0.00010090000000000001,0.00010090000000000001,452.94941787799354,31881.96484375,33576.0,2.0,392,0.0,4.54421875,2.0,9.54,1415.7298121907577,3194.89892578125,33576.0,0.0
3,4.404104110717774,0.0,0.0,0.00015085000000000003,0.00015085000000000003,0.00015085000000000003,452.3473854034377,31881.96484375,33576.0,2.0,392,0.0,4.46234375,3.72,14.39,1412.4648294302929,3194.89892578125,33576.0,0.0
4,4.376592233657837,0.0,0.0,0.00020080000000000003,0.00020080000000000003,0.00020080000000000003,451.8730270476243,31881.96484375,33576.0,2.0,392,0.0,4.38046875,5.69,20.06,1450.2674034947943,3194.89892578125,33576.0,0.0
5,4.374629861831665,0.0,0.0,0.00025075000000000005,0.00025075000000000005,0.00025075000000000005,452.14522876668286,31881.96484375,33576.0,2.0,392,0.0,4.30671875,7.92,25.02,1417.3332223158181,3194.89892578125,33576.0,0.0
6,4.357647256851196,0.0,0.0,0.0003007000000000001,0.0003007000000000001,0.0003007000000000001,451.9714153648691,31881.96484375,33576.0,2.0,392,0.0,4.24234375,9.2,28.51,1427.0433420579448,3194.89892578125,33576.0,0.0
7,4.337736495971679,0.0,0.0,0.0003506500000000001,0.0003506500000000001,0.0003506500000000001,451.83533337992407,31881.96484375,33576.0,2.0,392,0.0,4.183203125,10.22,30.66,1417.658643144838,3194.89892578125,33576.0,0.0
8,4.3376614971160885,0.0,0.0,0.0004006000000000001,0.0004006000000000001,0.0004006000000000001,451.83954180646464,31881.96484375,33576.0,2.0,392,0.0,4.129765625,11.11,32.28,1449.4908574478611,3194.89892578125,33576.0,0.0
9,4.330400110244751,0.0,0.0,0.0004505500000000001,0.0004505500000000001,0.0004505500000000001,453.07152723673676,31881.96484375,33576.0,2.0,392,0.0,4.0810546875,11.94,33.66,1428.7973293986684,3194.89892578125,33576.0,0.0
10,4.322467467308044,0.0,0.0,0.0005005000000000001,0.0005005000000000001,0.0005005000000000001,451.8851931335951,31881.96484375,33576.0,2.0,392,0.0,4.0364453125,12.75,35.06,1436.8903315217974,3194.89892578125,33576.0,0.0
11,4.322274492263794,0.0,0.0,0.0005504500000000001,0.0005504500000000001,0.0005504500000000001,452.5437190284652,31881.96484375,33576.0,2.0,392,0.0,3.9943359375,13.58,36.4,1421.0064895718592,3194.89892578125,33576.0,0.0
12,4.332038449287414,0.0,0.0,0.0006004000000000002,0.0006004000000000002,0.0006004000000000002,452.3256703932825,31881.96484375,33576.0,2.0,392,0.0,3.95328125,14.24,37.66,1415.6601913851407,3194.89892578125,33576.0,0.0
13,4.330983821868896,0.0,0.0,0.0006503500000000002,0.0006503500000000002,0.0006503500000000002,452.12700030191786,31881.96484375,33576.0,2.0,392,0.0,3.911796875,14.94,38.93,1421.618215730689,3194.89892578125,33576.0,0.0
14,4.326963546752929,0.0,0.0,0.0007003000000000002,0.0007003000000000002,0.0007003000000000002,452.22463623623185,31881.96484375,33576.0,2.0,392,0.0,3.870859375,15.74,40.27,1457.024623286214,3194.89892578125,33576.0,0.0
15,4.315732465744018,0.0,0.0,0.0007502500000000002,0.0007502500000000002,0.0007502500000000002,452.445980419937,31881.96484375,33576.0,2.0,392,0.0,3.82921875,16.4,41.71,1406.5489726933984,3194.89892578125,33576.0,0.0
16,4.320283332824707,0.0,0.0,0.0008002000000000002,0.0008002000000000002,0.0008002000000000002,452.2716246133784,31881.96484375,33576.0,2.0,392,0.0,3.7883203125,17.15,43.17,1424.4540175487894,3194.89892578125,33576.0,0.0
17,4.335334054946899,0.0,0.0,0.0008501500000000001,0.0008501500000000001,0.0008501500000000001,451.7209308208433,31881.96484375,33576.0,2.0,392,0.0,3.751015625,17.65,44.0,1415.490970183261,3194.89892578125,33576.0,0.0
18,4.327433532714844,0.0,0.0,0.0009001000000000001,0.0009001000000000001,0.0009001000000000001,452.2965320223709,31881.96484375,33576.0,2.0,392,0.0,3.7162109375,18.15,44.94,1419.4475053833737,3194.89892578125,33576.0,0.0
19,4.322615581512451,0.0,0.0,0.0009500500000000001,0.0009500500000000001,0.0009500500000000001,452.2375985135318,31881.96484375,33576.0,2.0,392,0.0,3.6860546875,18.5,45.96,1434.0944754950542,3194.89892578125,33576.0,0.0
20,4.313809886932373,0.0,0.0,0.0009779754323328191,0.0009779754323328191,0.0009779754323328191,449.05310696350443,32112.54345703125,33578.0,2.0,392,0.0025,3.6590625,18.81,46.87,1441.8845419522581,3194.89892578125,33578.0,0.0
