selector,geometry,mean_epoch199,std_epoch199,n
historical,degree,69.16666666666667,0.6217180497084942,3
historical,flat8,69.29333333333334,0.5372460640463864,3
historical,global,68.48,0.10440306508910514,3
historical,r3,70.58999999999999,0.8772684879784515,3
rowwise,degree,69.21333333333332,0.7450055928201677,3
rowwise,flat8,69.63666666666667,0.7965760059990102,3
rowwise,global,68.77333333333333,0.3214550253664298,3
rowwise,r3,70.40666666666667,0.66725807101401,3
