epoch,train_loss,train_top1,train_top5,train_lr,train_lr_min,train_lr_max,train_throughput,train_mem_allocated_mb,train_mem_reserved_mb,train_effective_lambda,train_soft_topk_aux_weight,eval_loss,eval_top1,eval_top5,eval_throughput,eval_mem_allocated_mb,eval_mem_reserved_mb
0,6.928149498425997,0.0,0.0,1e-06,1e-06,1e-06,2020.7690024443498,20289.30078125,21042.0,2.0,0.0,6.973335,0.082,0.502,6020.174015487978,1508.31591796875,1774.0
1,6.641543223307683,0.0,0.0,0.0001508,0.0001508,0.0001508,2194.822464922934,20294.02783203125,21052.0,2.0,0.0,6.96359,0.078,0.497999999961853,6174.534883946884,1510.75390625,21052.0
2,6.360412102479201,0.0,0.0,0.00030060000000000004,0.00030060000000000004,0.00030060000000000004,2193.800786174882,20293.298828125,21052.0,2.0,0.0,6.9532175,0.09,0.539999999961853,6152.175183413647,1510.22607421875,21052.0
3,6.135356481258686,0.0,0.0,0.00045040000000000005,0.00045040000000000005,0.00045040000000000005,2190.2015964230736,20293.298828125,21052.0,2.0,0.0,6.943285,0.124,0.6019999999809265,6093.845627141445,1509.365234375,21052.0
4,6.025039269373967,0.0,0.0,0.0006002000000000001,0.0006002000000000001,0.0006002000000000001,2192.5525864509545,20292.025390625,21052.0,2.0,0.0,6.934165,0.154,0.7279999999809265,6162.6677074756935,1509.35595703125,21052.0
5,5.793730900837825,0.0,0.0,0.0007479731012862611,0.0007479731012862611,0.0007479731012862611,2188.8195132561214,20293.298828125,21052.0,2.0,0.0,6.926605,0.19,0.8959999999809265,6129.7310157984775,1509.18310546875,21052.0
6,5.609397393006545,0.0,0.0,0.0007470824394863569,0.0007470824394863569,0.0007470824394863569,2110.4350011984243,20292.134765625,21052.0,2.0,0.0,6.9184875,0.252,0.9499999999809265,6122.6317759366775,1510.15234375,21052.0
7,5.461015848013071,0.0,0.0,0.0007460307631963057,0.0007460307631963057,0.0007460307631963057,2187.757992191463,20293.298828125,21052.0,2.0,0.0,6.901025,0.234,0.9879999999618531,6017.077851671562,1510.22607421875,21052.0
8,5.260229825973511,0.0,0.0,0.0007448185337160869,0.0007448185337160869,0.0007448185337160869,2189.1643547274516,20293.298828125,21052.0,2.0,0.0,6.879135,0.30399999994277954,1.1599999990081786,6127.599694840187,1509.365234375,21052.0
9,5.184560317259568,0.0,0.0,0.0007434462827696148,0.0007434462827696148,0.0007434462827696148,2186.3761130883495,20292.025390625,21052.0,2.0,0.0,6.85562,0.3880000003051758,1.4039999989318848,6179.707605799416,1509.35595703125,21052.0
10,4.934450479654165,0.0,0.0,0.0007419146122715081,0.0007419146122715081,0.0007419146122715081,2187.833653329788,20440.869140625,21052.0,2.0,0.005,6.8310925,0.45599999992370605,1.6820000009155274,6148.517058494077,1509.18310546875,21052.0
11,4.950697568746714,0.0,0.0,0.0007402241940630694,0.0007402241940630694,0.0007402241940630694,2184.187998466902,20439.705078125,21052.0,2.0,0.01,6.8029,0.5699999999427795,2.015999999694824,6173.826515566762,1510.15234375,21052.0
12,4.8737185918367825,0.0,0.0,0.0007383757696175935,0.0007383757696175935,0.0007383757696175935,2183.6205449849595,20440.869140625,21052.0,2.0,0.015000000000000003,6.76810875,0.667999999961853,2.4099999996948243,6168.516479598956,1510.22607421875,21052.0
13,4.778929838767419,0.0,0.0,0.0007363701497151336,0.0007363701497151336,0.0007363701497151336,2185.5599688802854,20440.869140625,21054.0,2.0,0.02,6.71845125,0.8780000003051758,3.0499999984741213,6108.510804945211,1509.365234375,21054.0
14,4.738294216302725,0.0,0.0,0.0007342082140868649,0.0007342082140868649,0.0007342082140868649,2181.3736999716875,20439.595703125,21054.0,2.0,0.025,6.6471175,1.1219999998474122,3.9339999954223632,6100.621779060803,1509.35595703125,21054.0
